"variables","order","R2","R2Cum","AdjR2Cum","F","pvalue","site","trait","env"
"MEM10",10,0.0134696947107869,0.54539007899109,0.525105646820089,11.2886970733514,0.002,"SERC","meta","topo"
"MEM17",17,0.0104700436853848,0.555860122676475,0.53482191796115,8.9580260714759,0.005,"SERC","meta","topo"
"MEM21",21,0.010179985471283,0.566040108147758,0.544284862909783,8.8907167829462,0.005,"SERC","meta","topo"
"MEM79",79,0.0101066557963684,0.576146763944127,0.553720666798313,9.01329886395782,0.004,"SERC","meta","topo"
"MEM56",56,0.00925803356871069,0.585404797512837,0.562310635040078,8.41852157107872,0.002,"SERC","meta","topo"
"MEM57",57,0.00845535094507954,0.593860148457917,0.570096646505986,7.82787491372411,0.005,"SERC","meta","topo"
"MEM38",38,0.00844633486651236,0.602306483324429,0.577914614301661,7.96436311413648,0.005,"SERC","meta","topo"
"MEM47",47,0.00657887671017321,0.608885360034602,0.583787094368374,6.29099409273574,0.012,"SERC","meta","topo"
"MEM55",55,0.00645926852284295,0.615344628557445,0.589563437441993,6.26354741904399,0.016,"SERC","meta","topo"
"MEM50",50,0.00582120008616249,0.621165828643608,0.594688171505796,5.71618559196774,0.019,"SERC","meta","topo"
"MEM100",100,0.00579900071038808,0.626964829353996,0.599816717204556,5.76736306077585,0.017,"SERC","meta","topo"
"MEM182",182,0.00575768817831701,0.632722517532313,0.60492854588611,5.80036818936952,0.023,"SERC","meta","topo"
"MEM159",159,0.00549962635101486,0.638222143883328,0.609789737847058,5.60941497444781,0.024,"SERC","meta","topo"
"MEM54",54,0.00510272404599943,0.643324867929327,0.614248090858349,5.26474172176298,0.028,"SERC","meta","topo"
"MEM161",161,0.00500430547389774,0.648329173403225,0.618624008213852,5.22244090217438,0.026,"SERC","meta","topo"
"MEM28",28,0.00482305156723639,0.653152224970461,0.622826736443289,5.08937061354419,0.027,"SERC","meta","topo"
"MEM40",40,0.00479823690188452,0.657950461872346,0.627025435137517,5.12018369846253,0.021,"SERC","meta","topo"
"MEM163",163,0.00467136705763149,0.662621828929977,0.63110848328058,5.03997518151508,0.023,"SERC","meta","topo"
"MEM68",68,0.00445929536268663,0.667081124292664,0.634981508177632,4.86221820020276,0.028,"SERC","meta","topo"
"MEM25",25,0.00438550464456577,0.67146662893723,0.638794801980711,4.83224177865782,0.023,"SERC","meta","topo"
"MEM77",77,0.00428738891547276,0.675754017852703,0.642521050153395,4.77337417794913,0.032,"SERC","meta","topo"
"MEM126",126,0.00409901792452627,0.679853035777229,0.64605974510927,4.60927829321113,0.034,"SERC","meta","topo"
"MEM53",53,0.00405160056561016,0.683904636342839,0.649565585694847,4.60153728996681,0.033,"SERC","meta","topo"
"MEM41",41,0.00399542865748637,0.687900065000325,0.653028563883043,4.58303030207812,0.022,"SERC","meta","topo"
"MEM142",142,0.0039855860625726,0.691885651062898,0.656499969532306,4.61794210249156,0.03,"SERC","meta","topo"
"MEM149",149,0.0038482284818091,0.695733879544707,0.659837314771892,4.50253658696561,0.036,"SERC","meta","topo"
"MEM45",45,0.00352483746323584,0.699258717007943,0.66283089963144,4.1607766216844,0.042,"SERC","meta","topo"
"MEM112",112,0.00347782409342789,0.702736541101371,0.665788540560298,4.14161139628438,0.043,"SERC","meta","topo"
"MEM113",113,0.00341563012680279,0.706152171228174,0.66869281628559,4.10320348392851,0.048,"SERC","meta","topo"
"MEM152",152,0.00317182258024173,0.709323993808415,0.67133792481747,3.84098282783347,0.049,"SERC","meta","topo"
"MEM78",78,0.00315728897720413,0.71248128278562,0.673981625494805,3.85438708733646,0.052,"SERC","meta","topo"
"MEM19",19,0.00314824961725091,0.71562953240287,0.67663015398955,3.87483051720713,0.05,"SERC","meta","topo"
"TEB",14,0.0893498164827708,0.0893498164827708,0.0870559873051455,38.9522538793722,0.001,"SERC","meta","soil"
"P",12,0.0778791107130805,0.167228927195851,0.163023012686739,37.0331401384218,0.001,"SERC","meta","soil"
"ECEC",4,0.0344430596539904,0.201671986849842,0.195608736117056,17.0418779489418,0.001,"SERC","meta","soil"
"Na",9,0.0101443392159753,0.211816326065817,0.203814461355825,5.0709876178278,0.023,"SERC","meta","soil"
"pHCaCl2",13,0.0181166280672432,0.22993295413306,0.220135663473175,9.24573369116333,0.005,"SERC","meta","soil"
"TotN",11,0.0103265111026732,0.240259465235733,0.228630783581178,5.32812475709739,0.012,"SERC","meta","soil"
"Fe",5,0.0128300119608029,0.253089477196536,0.239717677555554,6.71637970482035,0.021,"SERC","meta","soil"
"NH4",10,0.00880556407147026,0.261895041268007,0.246754426729914,4.65268515980849,0.035,"SERC","meta","soil"
"Mn",8,0.00796540438240123,0.269860445650408,0.252967756732294,4.24376721723323,0.042,"SERC","meta","soil"
"MEM1",1,0.0883395921380471,0.0883395921380471,0.0860432183147173,38.4691687566575,0.001,"SERC","meta","soil"
"MEM2",2,0.0637696127607044,0.152109204898752,0.147826928155816,29.7830414000702,0.001,"SERC","meta","soil"
"MEM3",3,0.0496708245649409,0.201780029463693,0.19571759930772,24.5796602783183,0.001,"SERC","meta","soil"
"MEM6",6,0.0383915649192168,0.240171594382909,0.232457600417253,19.9074902522059,0.001,"SERC","meta","soil"
"MEM16",16,0.0360127371039859,0.276184331486895,0.266975480742454,19.5533286961586,0.001,"SERC","meta","soil"
"MEM12",12,0.0356846494008038,0.311868980887699,0.301336363248225,20.32808022978,0.001,"SERC","meta","soil"
"MEM11",11,0.0324102755798192,0.344279256467518,0.332540010419622,19.3259369582252,0.001,"SERC","meta","soil"
"MEM34",34,0.0312635866393388,0.375542843106857,0.362733465529562,19.5254368610408,0.001,"SERC","meta","soil"
"MEM5",5,0.0278648789794537,0.403407722086311,0.3896048159135,18.1689209268908,0.001,"SERC","meta","soil"
"MEM8",8,0.0259860009414785,0.429393723027789,0.414687375683145,17.6699219272428,0.001,"SERC","meta","soil"
"MEM122",122,0.0259201607994953,0.455313883827285,0.439831849517466,18.4162987297879,0.001,"SERC","meta","soil"
"MEM64",64,0.0193547618530097,0.474668645680294,0.458337100986417,14.2213823976611,0.001,"SERC","meta","soil"
"MEM18",18,0.0145267027438403,0.489195348424135,0.471947399150144,10.9489616806041,0.001,"SERC","meta","soil"
"MEM22",22,0.0145179759401661,0.503713324364301,0.485619539315083,11.2332307811465,0.003,"SERC","meta","soil"
"MEM141",141,0.0142661105326003,0.517979434896901,0.499101344879808,11.335450662395,0.001,"SERC","meta","soil"
"MEM143",143,0.0139409493834026,0.531920384280304,0.512314955349636,11.3772155112366,0.002,"SERC","meta","soil"
"MEM10",10,0.0134696947107869,0.54539007899109,0.525105646820089,11.2886970733514,0.004,"SERC","meta","soil"
"MEM17",17,0.0104700436853848,0.555860122676475,0.53482191796115,8.9580260714759,0.003,"SERC","meta","soil"
"MEM21",21,0.010179985471283,0.566040108147758,0.544284862909783,8.8907167829462,0.004,"SERC","meta","soil"
"MEM79",79,0.0101066557963684,0.576146763944127,0.553720666798313,9.01329886395782,0.002,"SERC","meta","soil"
"MEM56",56,0.00925803356871069,0.585404797512837,0.562310635040078,8.41852157107872,0.006,"SERC","meta","soil"
"MEM57",57,0.00845535094507954,0.593860148457917,0.570096646505986,7.82787491372411,0.003,"SERC","meta","soil"
"MEM38",38,0.00844633486651236,0.602306483324429,0.577914614301661,7.96436311413648,0.003,"SERC","meta","soil"
"MEM47",47,0.00657887671017321,0.608885360034602,0.583787094368374,6.29099409273574,0.015,"SERC","meta","soil"
"MEM55",55,0.00645926852284295,0.615344628557445,0.589563437441993,6.26354741904399,0.011,"SERC","meta","soil"
"MEM50",50,0.00582120008616249,0.621165828643608,0.594688171505796,5.71618559196774,0.015,"SERC","meta","soil"
"MEM100",100,0.00579900071038808,0.626964829353996,0.599816717204556,5.76736306077585,0.012,"SERC","meta","soil"
"MEM182",182,0.00575768817831701,0.632722517532313,0.60492854588611,5.80036818936952,0.017,"SERC","meta","soil"
"MEM159",159,0.00549962635101486,0.638222143883328,0.609789737847058,5.60941497444781,0.018,"SERC","meta","soil"
"MEM54",54,0.00510272404599943,0.643324867929327,0.614248090858349,5.26474172176298,0.022,"SERC","meta","soil"
"MEM161",161,0.00500430547389774,0.648329173403225,0.618624008213852,5.22244090217438,0.02,"SERC","meta","soil"
"MEM28",28,0.00482305156723639,0.653152224970461,0.622826736443289,5.08937061354419,0.023,"SERC","meta","soil"
"MEM40",40,0.00479823690188452,0.657950461872346,0.627025435137517,5.12018369846253,0.021,"SERC","meta","soil"
"MEM163",163,0.00467136705763149,0.662621828929977,0.63110848328058,5.03997518151508,0.031,"SERC","meta","soil"
"MEM68",68,0.00445929536268663,0.667081124292664,0.634981508177632,4.86221820020276,0.02,"SERC","meta","soil"
"MEM25",25,0.00438550464456577,0.67146662893723,0.638794801980711,4.83224177865782,0.031,"SERC","meta","soil"
"MEM77",77,0.00428738891547276,0.675754017852703,0.642521050153395,4.77337417794913,0.03,"SERC","meta","soil"
"MEM126",126,0.00409901792452627,0.679853035777229,0.64605974510927,4.60927829321113,0.041,"SERC","meta","soil"
"MEM53",53,0.00405160056561016,0.683904636342839,0.649565585694847,4.60153728996681,0.041,"SERC","meta","soil"
"MEM41",41,0.00399542865748637,0.687900065000325,0.653028563883043,4.58303030207812,0.039,"SERC","meta","soil"
"MEM142",142,0.0039855860625726,0.691885651062898,0.656499969532306,4.61794210249156,0.038,"SERC","meta","soil"
"MEM149",149,0.0038482284818091,0.695733879544707,0.659837314771892,4.50253658696561,0.032,"SERC","meta","soil"
"MEM45",45,0.00352483746323584,0.699258717007943,0.66283089963144,4.1607766216844,0.047,"SERC","meta","soil"
"MEM112",112,0.00347782409342789,0.702736541101371,0.665788540560298,4.14161139628438,0.04,"SERC","meta","soil"
"MEM113",113,0.00341563012680279,0.706152171228174,0.66869281628559,4.10320348392851,0.048,"SERC","meta","soil"
"MEM152",152,0.00317182258024173,0.709323993808415,0.67133792481747,3.84098282783347,0.052,"SERC","meta","soil"
